"Species","Plot","Subplot","Treat.Code","Year","Date","flo.a","flo.b","flo.c","avg.flo","sd.flo","n.ind","avg.seed.inf","n.seed.ind","cov.g","p.viable"
"Agoseris heterophylla",50,"Grass","C",2016,2016-04-24,2,5,5,1,0,5,8,8,70,0.954436451
"Agoseris heterophylla",97,"No Grass","D",2016,2016-04-24,9,6,4,1,0,5,38.7272727272727,38.7272727272727,NA,0.954436451
"Agoseris heterophylla",55,"Grass","W",2016,2016-04-24,2,6,4,1,0,5,3.66666666666667,3.66666666666667,80,0.954436451
"Agoseris heterophylla",98,"No Grass","C",2016,2016-05-08,8,3,0,1,0,5,16,16,NA,0.954436451
"Agoseris heterophylla",92,"Grass","C",2016,2016-04-24,3,6,5,1,0,5,17.5,17.5,25,0.954436451
"Agoseris heterophylla",96,"No Grass","C",2016,2016-04-24,10,8,2,1.4,0.547722557505166,5,41.2222222222222,57.7111111111111,NA,0.954436451
"Agoseris heterophylla",93,"No Grass","D",2016,2016-04-24,1,10,0,2.2,1.78885438199983,5,45.9,100.98,NA,0.954436451
"Agoseris heterophylla",29,"Grass","W",2016,2016-04-24,2,0,6,1,0,5,0,0,50,0.954436451
"Agoseris heterophylla",91,"No Grass","D",2016,2016-04-24,0,8,1,1.4,0.547722557505166,5,43,60.2,NA,0.954436451
"Agoseris heterophylla",84,"No Grass","C",2016,2016-05-08,3,4,12,2.8,1.48323969741913,5,44.2857142857143,124,NA,0.954436451
"Agoseris heterophylla",59,"Grass","W",2016,2016-05-08,3,1,0,1,0,4,22,22,40,0.954436451
"Clarkia purpurea",49,"No Grass","W",2016,2016-06-08,0,0,17,2.4,1.51657508881031,5,20.24,48.576,NA,0.966666667
"Clarkia purpurea",89,"No Grass","D",2016,2016-05-20,6,2,10,2.8,1.09544511501033,5,20.1818181818182,56.5090909090909,NA,0.966666667
"Clarkia purpurea",23,"Grass","W",2016,2016-05-20,1,4,3,1.2,0.447213595499958,5,18.5,22.2,30,0.966666667
"Clarkia purpurea",19,"No Grass","W",2016,2016-05-20,1,5,15,4.6,2.07364413533277,5,33.4,153.64,NA,0.966666667
"Clarkia purpurea",55,"No Grass","W",2016,2016-05-20,9,3,2,1,0,5,12.6666666666667,12.6666666666667,NA,0.966666667
"Clarkia purpurea",50,"No Grass","C",2016,2016-05-20,9,1,4,1.8,1.30384048104053,5,24.8888888888889,44.8,NA,0.966666667
"Clarkia purpurea",18,"Grass","C",2016,2016-05-20,3,6,11,1.6,0.894427190999916,5,18.5625,29.7,40,0.966666667
"Clarkia purpurea",5,"No Grass","W",2016,2016-05-20,0,1,21,1.4,0.894427190999916,5,32.2,45.08,NA,0.966666667
"Clarkia purpurea",29,"No Grass","W",2016,2016-05-08,19,1,0,1.6,0.894427190999916,5,26.6111111111111,42.5777777777778,NA,0.966666667
"Clarkia purpurea",37,"No Grass","W",2016,2016-05-20,1,2,8,1.6,0.894427190999916,5,21.6,34.56,NA,0.966666667
"Clarkia purpurea",83,"Grass","D",2016,2016-05-20,0,0,9,1,0,5,4.07142857142857,4.07142857142857,80,0.966666667
"Clarkia purpurea",30,"Grass","C",2016,2016-05-08,22,1,0,1,0,5,12.7142857142857,12.7142857142857,35,0.966666667
"Clarkia purpurea",84,"No Grass","C",2016,2016-05-20,7,2,5,2.4,1.51657508881031,5,28.304347826087,67.9304347826087,NA,0.966666667
"Clarkia purpurea",17,"Grass","W",2016,2016-05-08,0,5,0,1,0,5,13.4166666666667,13.4166666666667,80,0.966666667
"Clarkia purpurea",83,"No Grass","D",2016,2016-05-08,16,1,0,3.4,1.34164078649987,5,33,112.2,NA,0.966666667
"Clarkia purpurea",23,"No Grass","W",2016,2016-05-20,1,9,11,2.6,1.14017542509914,5,27.5,71.5,NA,0.966666667
"Clarkia purpurea",82,"Grass","C",2016,2016-05-20,1,6,9,2,0.707106781186548,5,25.8461538461538,51.6923076923077,10,0.966666667
"Clarkia purpurea",81,"No Grass","D",2016,2016-05-20,0,0,16,1.4,0.547722557505166,5,16.5625,23.1875,NA,0.966666667
"Clarkia purpurea",49,"Grass","W",2016,2016-05-20,1,1,11,1,0,5,17.8,17.8,90,0.966666667
"Clarkia purpurea",17,"No Grass","W",2016,2016-05-20,1,10,9,2.6,0.894427190999916,5,22.8461538461538,59.4,NA,0.966666667
"Clarkia purpurea",59,"No Grass","W",2016,2016-05-20,10,2,6,2.6,0.547722557505166,5,31.4666666666667,81.8133333333333,NA,0.966666667
"Clarkia purpurea",96,"No Grass","C",2016,2016-05-20,16,3,1,1.6,0.547722557505166,5,20.5,32.8,NA,0.966666667
"Clarkia purpurea",91,"No Grass","D",2016,2016-05-20,2,4,4,1.4,0.547722557505166,5,29.8,41.72,NA,0.966666667
"Clarkia purpurea",82,"No Grass","C",2016,2016-05-20,4,1,9,2,1,5,21.5833333333333,43.1666666666667,NA,0.966666667
"Clarkia purpurea",55,"Grass","W",2016,2016-06-08,0,0,10,1,0,5,7,7,80,0.966666667
"Clarkia purpurea",95,"No Grass","D",2016,2016-05-20,0,2,8,1,0,5,18.8,18.8,NA,0.966666667
"Clarkia purpurea",18,"No Grass","C",2016,2016-05-20,3,3,17,1.8,0.836660026534076,5,20.4,36.72,NA,0.966666667
"Clarkia purpurea",29,"Grass","W",2016,2016-05-20,0,0,16,1,0,5,11.5454545454545,11.5454545454545,50,0.966666667
"Clarkia purpurea",84,"Grass","C",2016,2016-05-20,1,1,5,1.8,1.30384048104053,5,32.7,58.86,40,0.966666667
"Clarkia purpurea",96,"Grass","C",2016,2016-05-20,2,2,3,1,0,5,10.5,10.5,30,0.966666667
"Clarkia purpurea",92,"Grass","C",2016,2016-05-20,6,7,2,1.6,0.894427190999916,5,26.6666666666667,42.6666666666667,25,0.966666667
"Clarkia purpurea",91,"Grass","D",2016,2016-05-20,3,2,10,1,0,5,6.77777777777778,6.77777777777778,50,0.966666667
"Clarkia purpurea",56,"Grass","C",2016,2016-06-08,0,0,17,1,0,5,5,5,70,0.966666667
"Clarkia purpurea",37,"Grass","W",2016,2016-05-20,1,4,10,1,0,5,12.0909090909091,12.0909090909091,30,0.966666667
"Clarkia purpurea",5,"Grass","W",2016,2016-05-20,0,0,8,1,0,5,9.72727272727273,9.72727272727273,30,0.966666667
"Clarkia purpurea",92,"No Grass","C",2016,2016-05-20,6,3,4,2.8,0.447213595499958,5,32.0833333333333,89.8333333333333,NA,0.966666667
"Clarkia purpurea",56,"No Grass","C",2016,2016-05-20,10,2,6,2.6,0.547722557505166,5,27.2,70.72,NA,0.966666667
"Clarkia purpurea",93,"Grass","D",2016,2016-05-20,0,0,4,1,0,4,12.8333333333333,12.8333333333333,25,0.966666667
"Clarkia purpurea",30,"No Grass","C",2016,2016-05-20,1,3,12,2.2,0.836660026534076,5,25.4705882352941,56.0352941176471,NA,0.966666667
"Clarkia purpurea",59,"Grass","W",2016,2016-05-08,17,1,0,1,0,5,9.7,9.7,40,0.966666667
"Clarkia purpurea",98,"No Grass","C",2016,2016-05-20,0,1,15,1,0,5,8.38461538461539,8.38461538461539,NA,0.966666667
